282

0.000000 0.000000 2.000000
1.891693, -0.614648, -0.209057
1.902113, 0.000000, -0.618034
1.809017, 0.587785, -0.618034
1.538842, 1.118034, -0.618034
1.118034, 1.538842, -0.618034
0.587785, 1.809017, -0.618034
0.000000, 1.902113, -0.618034
-0.587785, 1.809017, -0.618034
-1.118034, 1.538842, -0.618034
-1.538842, 1.118034, -0.618034
-1.809017, 0.587785, -0.618034
-1.902113, 0.000000, -0.618034
-1.809017, -0.587785, -0.618034
-1.538842, -1.118034, -0.618034
-1.118034, -1.538842, -0.618034
-0.587785, -1.809017, -0.618034
-0.000000, -1.902113, -0.618034
0.587785, -1.809017, -0.618034
1.118034, -1.538842, -0.618034
1.538842, -1.118034, -0.618034
1.809017, -0.587785, -0.618034
1.732051, 0.000000, -1.000000
1.647278, 0.535233, -1.000000
1.401259, 1.018074, -1.000000
1.018074, 1.401259, -1.000000
0.535233, 1.647278, -1.000000
0.000000, 1.732051, -1.000000
-0.535233, 1.647278, -1.000000
-1.018074, 1.401259, -1.000000
-1.401259, 1.018074, -1.000000
-1.647278, 0.535233, -1.000000
-1.732051, 0.000000, -1.000000
-1.647278, -0.535233, -1.000000
-1.401259, -1.018074, -1.000000
-1.018074, -1.401259, -1.000000
-0.535233, -1.647278, -1.000000
-0.000000, -1.732051, -1.000000
0.535233, -1.647278, -1.000000
1.018074, -1.401259, -1.000000
1.401259, -1.018074, -1.000000
1.647278, -0.535233, -1.000000
1.486290, 0.000000, -1.338261
1.413545, 0.459289, -1.338261
1.202434, 0.873619, -1.338261
0.873619, 1.202434, -1.338261
0.459289, 1.413545, -1.338261
0.000000, 1.486290, -1.338261
-0.459289, 1.413545, -1.338261
-0.873619, 1.202434, -1.338261
-1.202434, 0.873619, -1.338261
-1.413545, 0.459289, -1.338261
-1.486290, 0.000000, -1.338261
-1.413545, -0.459289, -1.338261
-1.202434, -0.873619, -1.338261
-0.873619, -1.202434, -1.338261
-0.459289, -1.413545, -1.338261
-0.000000, -1.486290, -1.338261
0.459289, -1.413545, -1.338261
0.873619, -1.202434, -1.338261
1.202434, -0.873619, -1.338261
1.413545, -0.459289, -1.338261
1.175571, 0.000000, -1.618034
1.118034, 0.363271, -1.618034
0.951057, 0.690983, -1.618034
0.690983, 0.951057, -1.618034
0.363271, 1.118034, -1.618034
0.000000, 1.175571, -1.618034
-0.363271, 1.118034, -1.618034
-0.690983, 0.951057, -1.618034
-0.951057, 0.690983, -1.618034
-1.118034, 0.363271, -1.618034
-1.175571, 0.000000, -1.618034
-1.118034, -0.363271, -1.618034
-0.951057, -0.690983, -1.618034
-0.690983, -0.951057, -1.618034
-0.363271, -1.118034, -1.618034
-0.000000, -1.175571, -1.618034
0.363271, -1.118034, -1.618034
0.690983, -0.951057, -1.618034
0.951057, -0.690983, -1.618034
1.118034, -0.363271, -1.618034
0.813473, 0.000000, -1.827091
0.773659, 0.251377, -1.827091
0.658114, 0.478148, -1.827091
0.478148, 0.658114, -1.827091
0.251377, 0.773659, -1.827091
0.000000, 0.813473, -1.827091
-0.251377, 0.773659, -1.827091
-0.478148, 0.658114, -1.827091
-0.658114, 0.478148, -1.827091
-0.773659, 0.251377, -1.827091
-0.813473, 0.000000, -1.827091
-0.773659, -0.251377, -1.827091
-0.658114, -0.478148, -1.827091
-0.478148, -0.658114, -1.827091
-0.251377, -0.773659, -1.827091
-0.000000, -0.813473, -1.827091
0.251377, -0.773659, -1.827091
0.478148, -0.658114, -1.827091
0.658114, -0.478148, -1.827091
0.773659, -0.251377, -1.827091
0.415823, 0.000000, -1.956295
0.395472, 0.128496, -1.956295
0.336408, 0.244415, -1.956295
0.244415, 0.336408, -1.956295
0.128496, 0.395472, -1.956295
0.000000, 0.415823, -1.956295
-0.128496, 0.395472, -1.956295
-0.244415, 0.336408, -1.956295
-0.336408, 0.244415, -1.956295
-0.395472, 0.128496, -1.956295
-0.415823, 0.000000, -1.956295
-0.395472, -0.128496, -1.956295
-0.336408, -0.244415, -1.956295
-0.244415, -0.336408, -1.956295
-0.128496, -0.395472, -1.956295
-0.000000, -0.415823, -1.956295
0.128496, -0.395472, -1.956295
0.244415, -0.336408, -1.956295
0.336408, -0.244415, -1.956295
0.395472, -0.128496, -1.956295
0.000000 0.000000 -2.000000
