8753

3.181569, 15.474874, -20.374121
3.181569, 15.474874, -20.286160
3.101324, 15.653131, -20.198715
3.095536, 15.642584, -20.433392
2.960859, 15.732704, -20.373072
2.960859, 15.732704, -20.290745
2.959151, 15.911221, -20.419357
2.959151, 15.911221, -20.264915
2.962333, 16.074890, -20.275604
2.963372, 16.072956, -20.446627
3.009184, 16.170948, -20.185555
2.982674, 16.153650, -20.494053
3.079954, 15.894298, -20.556124
3.024077, 15.911221, -20.130308
3.641290, 15.626577, -20.430363
3.641290, 15.578668, -20.185772
3.552737, 15.488752, -20.275967
3.552737, 15.488752, -20.361864
3.370304, 15.469019, -20.392143
3.370304, 15.469019, -20.261749
3.370304, 15.642010, -20.514732
3.370304, 15.589463, -20.127142
3.426787, 16.300978, -20.867582
3.562782, 16.300978, -20.867582
3.647317, 16.198917, -20.779514
3.350352, 16.198917, -20.796329
3.370304, 15.934358, -20.648603
3.639514, 15.961523, -20.634350
3.155598, 15.972752, -20.628260
3.085223, 16.157776, -20.664499
3.370304, 15.799752, -20.576889
3.639514, 15.826918, -20.561008
3.219502, 17.093822, -21.413157
3.182666, 16.997677, -21.272026
3.196939, 17.257278, -21.261934
3.216829, 17.257278, -21.472357
3.576025, 17.257278, -21.408590
3.710631, 17.257278, -21.356503
3.625838, 17.004572, -21.297089
3.526982, 17.105312, -21.408085
3.370304, 17.088015, -21.417662
3.370304, 16.953409, -21.343967
3.377822, 17.284199, -21.466833
3.370304, 16.743366, -21.209362
3.639514, 16.791206, -21.168736
3.189001, 16.777008, -21.189018
3.170119, 16.498623, -20.936348
3.110820, 16.425190, -20.748571
3.077600, 16.718855, -20.723511
3.141547, 16.699905, -21.012739
3.031636, 16.449644, -20.454300
3.072418, 16.449644, -20.185089
3.140043, 16.718855, -20.185089
3.096233, 16.718855, -20.454300
3.132339, 16.988066, -20.992722
3.147264, 16.988066, -20.723511
3.209981, 17.206301, -20.723511
3.207198, 17.272150, -21.013586
3.170236, 16.988066, -20.454300
3.209474, 16.979118, -20.200211
3.232333, 17.133467, -20.300030
